title,author,first_publish_year,edition_count,subject,subject_people,subject_places,subject_times,language,series,number_of_pages_median,publisher,publish_place,ratings_count,ratings_average
Happy Place,Emily Henry,2023.0,9,"nyt:combined-print-and-e-book-fiction=2023-05-14, New York Times bestseller",,,,eng,,400.0,PENGUIN US,,14,3.642857142857143
The Scorch Trials,James Dashner,2010.0,13,"Science fiction, Survival, Fiction, Solar flares, Mutation (Biology), Science, Experiments, Telepathy, Leadership in adolescents, Survival skills, Juvenile fiction, Young adult fiction, Juvenile works, Young adult works, Reading Level-Grade 7, Reading Level-Grade 9, Reading Level-Grade 8, Reading Level-Grade 11, Reading Level-Grade 10, Reading Level-Grade 12, Dystopias, Labyrinths, Children's fiction, Survival, fiction, nyt:chapter-books=2010-10-31, New York Times bestseller, Comic books, strips, Memory, Cooperation, Graphic novels, Comics & Graphic Novels, Media Tie-In",,,,"eng, chi","Ai, shang yin -- 07",384.0,Delacorte Press,New York,58,3.706896551724138
The People in the Trees,Hanya Yanagihara,2013.0,10,"Immortality, Fiction, Longevity, Tribes, Anthropologists, Immunologists, Magic Realism, Fiction, fantasy, general, Pacific area, fiction, New York Times reviewed, Fiction, science fiction, general, Fiction, medical, Roman, Englisch, Nineteen fifties, Historical fiction",,"Micronesia, Micronesia (Federated States)",,"eng, pol, rus, ger, jpn",Corpus -- 455,484.0,Doubleday,,6,3.8333333333333335
"Heartstopper, Volume 2",Alice Oseman,2019.0,10,"High schools, Comic books, strips, Boys, Gays, Gay teenagers, Love in adolescence, Friendship, Teenage boys, Fiction, Schools, Love, YOUNG ADULT FICTION / Comics & Graphic Novels / General, YOUNG ADULT FICTION / Comics & Graphic Novels / LGBT, YOUNG ADULT FICTION / Comics & Graphic Novels / Romance, nyt:graphic-books-and-manga=2022-06-12, New York Times bestseller","Charlie Spring, Nick Nelson",,,"rus, dut, eng, spa, srp, pol",Heartstopper,320.0,Hodder Children's Books,,54,4.222222222222222
Goosebumps - Creepy Creatures,"Robert Lawrence Stine, Sheila Keenan, Scott Morse, Greg Ruth",2006.0,6,"Adaptations, Graphic novels, Cartoons and comics, Horror tales, goosebumps, scary, Horror stories, Comic books, strips, Monsters, Fiction, Children's fiction, Animals, fiction, Monsters, fiction",,,,eng,Goosebumps,141.0,Graphix,New York,9,4.444444444444445
The History of Love,Nicole Krauss,2005.0,6,"Immigrants, Fiction, Books and reading, Loss (Psychology), Lost literature, Authors, Amour, Ecrivains, Romans, nouvelles, Litterature, Perte (Psychologie), Livres et lecture, Fiction, psychological, New york (n.y.), fiction, Poland, fiction, Authors, fiction, Fiction, romance, general, Teenage girls, Widows, Single mothers, Love stories, Psychological fiction",,Poland,,"eng, fre",Du monde entier,272.0,Norton,New York,14,3.2857142857142856
Before the Coffee Gets Cold,川口俊和,2019.0,15,"Magical realism, time travel, slice-of-life, romance, family, friendship, love, loss, redemption, forgiveness, second chances, coffee","Kazu Tokita, Kei Tokita, Nagare Tokita","Tokyo (Japan), Japan",,"ger, spa, eng",Before the Coffee Gets Cold,240.0,Picador,,52,3.6923076923076925
Battle royale,"Kōshun Takami, Masayuki Taguchi, Koushun Takami, Kashoun Takami, KOUSHUM TAKAMI, Koushum Takami",1999.0,20,"Junior high school students, Comic books, strips, Reality television programs, Fiction, Graphic novels, Graphic Novels - Manga, Comics & Graphic Novels, Graphic Novels-Manga, Comics & Graphic Novels / Graphic Novels / Manga, Comics & graphic novels, east asian style, manga, fantasy, Comics & graphic novels, east asian style, manga, general, Junior high school students -- Fiction, Fiction, psychological, FICTION / Science Fiction / Adventure, FICTION / Suspense, Comics & graphic novels, manga, fantasy, Wilderness survival, Interpersonal relations in adolescence, Alienation (Social psychology), Comics & graphic novels, manga, general",,Japan,,"jpn, ita, eng, fre",Battle Royale (1),624.0,Ōta Shuppan,"Tōkyō, Japan",22,3.9545454545454546
Dragons of Winter Night,"Margaret Weis, Tracy Hickman, Paul Boehmer",1985.0,25,"Fiction, Dragons in fiction, Dragons, Fiction, fantasy, general, Fantasy fiction, Comics & graphic novels, fantasy, general, Dungeons & Dragons Novel, collection:DragonLance",,Krynn (Imaginary place),,"pol, fre, tur, spa, eng","Dragonlance Chronicles, v. 2",400.0,Random House Children's Books,,19,4.2631578947368425
Storm Front,Jim Butcher,1997.0,22,"Mystery, Fiction, Fantasy, Wizards, Dresden, Harry (Fictitious characters), Urban Fantasy, Wizards in fiction, science fiction, magic, wizardry, Fiction, fantasy, contemporary, Fiction, mystery & detective, general, Private investigators, fiction, Chicago (ill.), fiction, Harry Dresden (Fictitious character), nyt:hardcover-graphic-books=2009-06-21, New York Times bestseller, Fiction, fantasy, general, Fiction, fantasy, urban, Fiction, mystery & detective, private investigators, Fiction, fantasy, paranormal, Private investigators, Murder, Juvenile fiction, Comics & graphic novels, fantasy, general, Comics & graphic novels, crime & mystery","Harry Dresden, Bob Andrews, Donald Morgan, Ron Carmichael, Susan Rodriguez, Bob (Dresden Files), John Marcone, Karrin Murphy, Harry Dresden (Fictitious character)","Chicago, Illinois (United States)",Contemporary,"eng, ger, chi",Dresden Files (1),339.0,Buzzy Multimedia Publishing,,99,3.606060606060606
Summary of Verity by Colleen Hoover,Fizzy Diamond,2022.0,1,,,,,eng,,,Independently Published,,5,3.4
Babel,R. F. Kuang,2022.0,13,"nyt:combined-print-and-e-book-fiction=2022-09-11, New York Times bestseller, Translators, Fiction, Chinese, Imperialism, Magic, History, University of Oxford, Fiction, fantasy, historical, Fiction, alternative history, Fiction, fantasy, dark fantasy, Fiction, fantasy, epic, award:nebula_award=novel",,,1828,"por, eng",,560.0,Harper Voyager,,23,4.130434782608695
My Grandmother Asked Me to Tell You She's Sorry,Fredrik Backman,2015.0,7,"Individuality, Death, Grandparent and child, Girls, Grandmothers, Fiction, Fairy tales, Life change events, Originally published as: Min mormor hälsar och säger förlåt. Stockholm : Månpocket, 2013, Large type books, Fiction, family life, Grandparents, fiction, nyt:trade-fiction-paperback=2016-04-24, New York Times bestseller, Fiction, family life, general, Grands-parents et enfants, Romans, nouvelles, Grands-mères, Mort, Filles, Individualité, Contes de fées, Événements stressants de la vie, Livres en gros caractères, Large print books, FICTION, Family Life",,,,eng,,392.0,Atria Books,,14,4.214285714285714
The Thief of Always,Clive Barker,1992.0,22,"Allegories, Juvenile fiction, Fantasy, Horror tales, Comics & graphic novels, horror, Children's fiction, Fantasy fiction, Horror stories",,,,"spa, eng",Bestseller oro,235.0,HarperCollins,New York,11,4.454545454545454
My Friend Dahmer,"Derf Backderf, Derf Backderf",2012.0,8,"Friends and associates, Male friendship, Family, Behavior disorders in adolescence, High school students, Problem youth, Comic books, strips, Nineteen seventies, High schools, Serial murderers, Childhood and youth, Comics & graphic novels, general, Biography, Nonfiction comics, Tueurs en série, Biographies, Bandes dessinées, Écoles secondaires, Mörder, Psychologie, Jugend, Abnorme Persönlichkeit, Comic, Englisch, Graphic novels, Comics & graphic novels, nonfiction, general, Wisconsin, biography, Comics & graphic novels, media tie-in, collectionID:AlpineChallenge, Cartoons and comics, COMICS & GRAPHIC NOVELS, Nonfiction, General, Childhood and youthdahmer, jeffrey, Friends and associatesdahmer, jeffrey, Familydahmer, jeffrey, Childhood and youthderf, Dahmer, jeffrey, Serial murderers--wisconsin--milwaukee--comic books, strips, etc, Problem youth--comic books, strips, etc, Male friendship--comic books, strips, etc, Behavior disorders in adolescence--comic books, strips, etc, Nineteen seventies--comic books, strips, etc, High school students--ohio--comic books, strips, etc, High schools--ohio--comic books, strips, etc, Hv6534.m65 d47 2012x, 364.152/3092 b",Jeffrey Dahmer,,,eng,,224.0,"Abrams, Inc.",,14,3.7142857142857144
Up Close and Dangerous,Linda Howard,2007.0,12,"Murder in fiction, Airplane crash survival, Fiction, Idaho in fiction, Attempted murder, Inheritance and succession, Aircraft accidents in fiction, Stepchildren in fiction, Murder, Widows in fiction, Air pilots, Stepchildren, Survival after airplane accidents, shipwrecks, Attempted murder in fiction, Aircraft accidents, Inheritance and succession in fiction, Romantic suspense fiction, Air pilots in fiction, Survival after airplane accidents, shipwrecks, etc. in fiction, Widows, Large type books",,Idaho,,eng,(Thorndike Press Large Print Basic Series),384.0,Brilliance Audio on MP3-CD Lib Ed,New York,15,3.8666666666666667
Faith of the Fallen,Terry Goodkind,2000.0,27,"Richard Rahl (Fictitious character), Kahlan Amnell (Fictitious character), Fiction, Amnell, kahlan (fictitious character), fiction, Rahl, richard (fictitious character), fiction, D'haran empire (imaginary place), fiction, Fiction, fantasy, epic",,,,"fre, dut, eng",Sword of Truth (6),704.0,Tor Books,New York,24,3.875
Amulet,Kazu Kibuishi,2011.0,10,"Magic, Fantasy comic books, strips, Amulets, Siblings, Supernatural, Comic books, strips, Brothers and sisters, fiction, Magic, fiction, Supernatural, fiction, Fantasy fiction, Comic books, strips, etc., Imaginary places, Brothers and sisters, Fiction, Single parent families, nyt:manga=2011-09-18, New York Times bestseller, Good and evil, Juvenile fiction, Graphic novels, Amulettes, Romans, nouvelles, etc. pour la jeunesse, Romans graphiques, Frères et sœurs, Bandes dessinées, Ouvrages pour la jeunesse, Porte-bonheur, Frères et soeurs, Surnaturel, Monstres, Siblings, fiction",,,,"fre, eng",Amulet #4,224.0,"Scholastic, Incorporated",,11,4.7272727272727275
If Tomorrow Comes,Sidney Sheldon,1984.0,22,"Sidney Sheldon, Adult, American, Fiction, Literature, Stories, Books, Novel, Hardcover, Paperback, mp3 audio-book, e-book, DVD, Movie Tie-in, Ex-convicts, Revenge, World Travel, Detectives, Mystery, Suspense, Thriller, Romance, Honeymoon, Large type books, Russian fiction, Whitney, Tracy (Fictitious character), Detective and mystery stories, Fiction, general","God. Tracy Whitney (Fictitious character), Moroccan","New Orleans, Philadelphia, London, Amsterdam, Paris, Madrid, Turkey, China",20th Century / 1985,"vie, jpn, eng, rus, ger, chi, dut",Warner Books [32989 $4.95 US/ 32990$5.95 CAN],415.0,Guild Publishing,London,17,4.294117647058823
Days at the Morisaki Bookshop,"Satoshi Yagisawa, Eric Ozawa",2023.0,5,,,,,"eng, ger",,160.0,HarperCollins Publishers,,7,3.857142857142857
Batman,"Alan Moore, Brian Bolland, Alan Moore, John Higgins, Richard Starkings",1988.0,21,"Comic books, strips, Batman (Fictitious character), Fiction, Violent offenders, Mentally ill offenders, Joker (Fictitious character), New York Times bestseller, nyt:hardcover_graphic_books=2009-03-29, nyt:hardcover_graphic_books=2009-11-21, Comics & graphic novels, superheroes, Batman (fictitious character), fiction, Comics & graphic novels, general, Superhero comic books, strips, Good and evil, Batman (Fictitious character) -- Comic books, strips, etc. -- Fiction, Joker (Fictitious character) -- Comic books, strips, etc. -- Fiction, Comic books, strips, Comics & graphic novels, superheroes, general, Superhero comic books, Literature","Batman (Fictitious character), Joker (Fictitious character)","United States, Gotham City",,"fre, eng, ger",Batman,64.0,DC Comics,London,37,4.378378378378378
The Water Knife,"Paolo Bacigalupi, Almarie Guerra",2015.0,12,"Water rights, Droughts, Fiction, Fiction, thrillers, general, Fiction, dystopian, Fiction, science fiction, general, Large type books, Dystopias, Western stories, nyt:hardcover-fiction=2015-06-14, New York Times bestseller, Deserts, War, Spies, Secrets, Survival, Science fiction",,,,eng,,384.0,"Little, Brown Book Group Limited",,19,3.5789473684210527
Saint Odd,Dean Koontz,2015.0,16,"Fiction, Cooks, Amerikanisches Englisch, Paranormal, Romance, Fantasy, Suspense, Odd Thomas (Fictitious character), Odd Thomas (Fictional character), Mediums, Good and evil, Large type books, Fiction, occult & supernatural, Fiction, thrillers, suspense, Fiction, horror","A. Andrae, Odd Thomas (Fictitious character)",,,eng,An Odd Thomas novel,338.0,Brilliance Audio,xx,7,3.7142857142857144
Beach Read,"Emily Henry, Anna Valor Blanquer",2020.0,12,"American literature, Fiction, romance, contemporary, nyt:combined-print-and-e-book-fiction=2020-06-07, New York Times bestseller, romance","Augustus Everett, January Andrews",,,"spa, eng",,384.0,"Penguin Books, Limited",US,26,3.6538461538461537
Thunderball,Ian Fleming,1961.0,75,"British, Fiction, Intelligence officers, James Bond (Fictitious character), Bahamas, fiction, Fiction, thrillers, espionage, Intelligence service, James Bond (fictional), Secret Service, SPECTRE (fictional), atom bombs, Large type books, Fiction, thrillers, general, Fiction, mystery & detective, general, Fiction, espionage, Fiction, thrillers, Great britain, fiction, Spy stories, Thriller, Roman populaire anglais, Espionnage, Dans la littérature, Oficiales de inteligencia, Novela, Serie:James_Bond, collection:Serie:James_Bond","James Bond, Blofeld, SPECTRE (all fictional), MI6, CIA, James Bond (Fictitious character), Ernst Stavro Blofeld, Emilio Largo, Felix Leiter, Miss Moneypenny","Bahamas, The Bahamas, England, Great Britain",mid 1900's,"rum, eng, heb, ger, und",James Bond (9),255.0,Viking Press,London,7,3.7142857142857144
The Bone Clocks,"David Mitchell, David Mitchell",2014.0,15,"FICTION / Science Fiction / General, Fiction, Imaginary wars and battles, FICTION / Fantasy / General, FICTION / Literary, nyt:combined-print-and-e-book-fiction=2014-09-21, New York Times bestseller, New York Times reviewed, Mystics, Large type books, Cults, Conspiracies, Science Fiction, Fantasy fiction, Secret societies, Literary, Fantasy, Coincidence, General, Mortality, Fiction, fantasy, contemporary, Fiction, science fiction, general, Fiction, satire, Iraq War, 2003-2011",,,,"pol, rus, eng",Thorndike Press Large Print Peer Picks,656.0,Hodder & Stoughton,,26,3.8846153846153846
The Masqueraders,Georgette Heyer,1928.0,38,"Fiction, Romance, Historical, Regency"", Large type books, Fiction, romance, historical, regency, Fiction, historical, general, Fiction, romance, general","Prudence Tremaine (Peter Merriot), Robin Tremaine (Kate Merriot), Letitia Grayson, Sir Anthony Fanshawe",London England,Jacobean Era,eng,Sourcebooks,296.0,Heinemann,London,5,4.2
The Cheat Sheet,"Sarah Adams, Renee Dorian",2021.0,3,"friends-to-lovers, Romance, Humor",,,,eng,,,Dreamscape Media,,10,2.7
Gates of fire,Steven Pressfield,1998.0,13,"Fiction, Historical Fiction, History, Thermopylae, Battle of, 400 B.C., Thermopylae, Battle of, 480 B.C., Thermopylae, Battle of, Greece, 480 B.C., Thermopylae, Battle of, Greece, 480 B.C, General, Fiction, historical, Fiction, war & military, Greece, fiction, Large type books, New York Times reviewed, Fiction, historical, general, Long Now Manual for Civilization",,Greece,"Persian Wars, 500-449 B.C.","eng, hrv","Knjiga dostupna svima, 91.",421.0,Doubleday,New York,8,4.5
The Zombie Survival Guide,Max Brooks,2003.0,21,"Zombies, Comic books, strips, Humor, Survival skills, Humor (Nonfiction), Nonfiction, New York Times bestseller, nyt:paperback_nonfiction=2011-04-16, Survival, Humor, general, ART, Techniques, Drawing, Zombis, Ouvrages humoristiques, Humour, Guides, manuels, Comics & graphic novels, science fiction, Comics & graphic novels, horror",,,,"spa, eng, fre, ger, por, chi",Le livre de poche -- 31983,319.0,Three Rivers Press,New York,27,3.888888888888889
Roller Girl,Victoria Jamieson,2014.0,21,"Roller skating, Juvenile fiction, Graphic novels, Fiction, Roller derby, Best friends, Comic books, strips, Friendship, Newbery Honor, Comic books, strips, etc., Friendship, fiction, Roller skating, fiction, Children's fiction, Patinaje sobre ruedas, Libros de caricaturas, tiras comicas, Amistad, Ficcion juvenil, Spanish language materials, Cartoons and comics, Mejores amigos, nyt:paperback-graphic-books=2015-04-12, New York Times bestseller, award:Newbery_award, lexile:440, lexile_range:401-500, lexile_code:GN, age:min:8, age:max:11, grade:min:4, grade:max:7","Astrid, Rainbow Bite, Nicole","Portland, Oregon",,"spa, fre, eng",,240.0,Penguin Publishing Group,,53,4.415094339622642
Powder and Patch,Georgette Heyer,1923.0,57,"Fiction, Romance, Historical, Regency, Mate selection, fiction, Great Britain, England, Literature, Women authors, Fiction, general, Fiction, romance, action & adventure, Fiction, romance, historical, general, First loves -- Fiction, Love stories, Mate selection -- Fiction, British -- France -- Paris -- Fiction, Regency fiction, Fiction, Mate selection, British, First loves","Cleone Charter, Philip Jettan","England, Great Britain, Paris France",Georgian Era,eng,Thorndike Press large print clean reads,208.0,Mills & Boon,,6,3.8333333333333335
The Hunting Party,Lucy Foley,2018.0,18,"Murder Mystery, Mature, Scotland, fiction, Fiction, suspense, Fiction, thrillers, general, Fiction, nyt:trade-fiction-paperback=2020-03-22, New York Times bestseller, Fiction, thrillers, Fiction, thrillers, suspense, Fiction, thrillers, psychological, Fiction, mystery & detective, police procedural",,"Scottish Highlands, London, Oxford",2019,"swe, eng",,352.0,HarperCollins Publishers Limited,,14,3.357142857142857
A Girl in a Million,"Kako Itō, Betty Neels",1993.0,21,"Fiction, Romance, Contemporary, Hospital consultants, fiction, Nurses, fiction, Nursing students, fiction, Man-woman relationships, fiction, Comics & graphic novels, general, Comic books, strips","Caroline Frisby, Marius van Houben","Amsterdam, Netherlands, England",,eng,Romance Series,218.0,Mills & Boon,Richmond,15,3.466666666666667
Dog Man,Dav Pilkey,2002.0,21,"Graphic novel, children's literature, humor, adventure, mystery, superhero, police, crime, friendship, family, forgiveness, redemption, nyt:graphic-books-and-manga=2021-03-07, New York Times bestseller",,,,"pol, cat, eng, spa",U,240.0,Me,,28,4.392857142857143
"Boy, the Mole, the Fox and the Horse",Charlie Mackesy,2019.0,21,"Literature, Comics & graphic novels, literary, nyt:advice-how-to-and-miscellaneous=2019-11-10, New York Times bestseller, Psychology",,,,"wel, spa, por, gla, eng",,128.0,Ebury Publishing,,28,4.178571428571429
Guts,Raina Telgemeier,2019.0,10,"Middle school and Teenage life, Stress in children, Stomach, diseases, nyt:graphic-books-and-manga=2019-10-13, New York Times bestseller, Anxiety, Bullies, Bullying, juvenile literature, Bullying, Juvenile literature, Comic books, strips, Children, Physiology, Stomach, Diseases, Stress (Physiology), Cartoons and comics, Graphic novels, Panic Disorder, Phobic Disorders, Psychological Stress, Irritable Bowel Syndrome, Child, Adolescent, JUVENILE NONFICTION, Comics & Graphic Novels, General, Social Topics, Adolescence, Friendship, Stress (Psychology), Panic disorders, Stress chez l'enfant, Ouvrages pour la jeunesse, Bandes dessinées, Enfants, Physiologie, Estomac, Maladies, Trouble panique, Stress, Children (people by age group), Comic books, strips, etc., Adolescence, fiction, Friendship, fiction","Young Raina, Will (brother), Amara (sister), Mom, Dad, Young Simon",,,"eng, spa",no,224.0,"Scholastic, Incorporated","London, England",45,4.4
Storia del nuovo cognome,Elena Ferrante,2012.0,23,"choice, conduct of life, dreams, female friendship, fiction, interpersonal relations, Italian fiction, marriage, psychological fiction, nyt:trade-fiction-paperback=2016-03-27, New York Times bestseller, Marital conflict, Self-perception in women, History","Elena Ferrante, Nino Sarratore, Donato Sarratore, Pietro Airota, Elena Greco, Raffaella Cerullo","Nápoles (Italia), Naples (Italy), Naples, Pisa, Italy",,"ita, eng, fre, ger, chi, spa",Neapolitanische Saga #2,519.0,e/o Edizioni,Roma,20,4.05
Fantastic Voyage,Isaac Asimov,1966.0,26,"Fiction in English, American Science fiction, Fiction, science fiction, general, Children's fiction, Science fiction, Long Now Manual for Civilization",,,,"und, spa, fre, eng",Corgi SF collector's library,201.0,Houghton Mifflin,xxk,12,3.9166666666666665
The twelve,Justin Cronin,2012.0,26,"Survival, Fiction, Human experimentation in medicine, Virus diseases, End of the world, Fiction, fantasy, epic, Fiction, dystopian, Fiction, thrillers, general, Fiction, horror, Vampires, fiction, nyt:combined-print-and-e-book-fiction=2012-11-04, New York Times bestseller, Amerikanisches Englisch, Viruses, Communicable diseases, Survival skills, Large type books, Vampires, nyt:mass-market-paperback=2013-08-18, New York Times reviewed, Supervivencia, Ficción, Virosis, Fin del mundo",,,,"fre, eng, heb",Passage trilogy -- 2,624.0,"Orion Publishing Group, Limited",[Toronto],16,3.6875
Sunrise on the Reaping,Suzanne Collins,2025.0,6,"Dystopia, Young Adult, Fantasy, Fiction, Science Fiction, Young Adult Fantasy, Science Fiction Fantasy, Serie:The_Hunger_Games, Juegos del hambre",Haymitch,Panem,Futuro distopico,"ita, spa, eng, ger","Los Juegos del Hambre, 5",400.0,Scholastic,"Travessera de Gràcia, 47-49. 08021 Barcelona",14,4.642857142857143
Maus II,Art Spiegelman,1991.0,21,"New York Times bestseller, nyt:paperback_graphic_books=2012-01-07, United States, Biography, Poland, Holocaust, Jewish (1939-1945), Holocaust survivors, Comic books, strips, Children of Holocaust survivors, Holocaust, Jewish (1939-1945) fast (OCoLC)fst00958866, Judenvernichtung, Überlebender, Holocausto judío (1939-1945), Hijos de sobrevivientes del Holocausto, Sobrevivientes del Holocausto, Muñequitos, tiras cómicas, Biografía, Comics & graphic novels, general, collectionID:MausBan, Banned books, Spiegelman, art, Spiegelman, vladek, Holocaust, jewish (1939-1945)--poland--biography--comic books, strips, etc, Holocaust survivors--united states--biography--comic books, strips, etc, Children of holocaust survivors--united states--biography--comic books, strips, etc, D804.3 .s66 1993, 940.53/18/0207 b 920","Vladek Spieglman, Vladek Spiegelman, Art Spiegelman","Poland, Auschwitz, United States",Holocaust,"hin, eng, ger, spa",,136.0,Pantheon,New York,40,4.525
The executioner's song,Norman Mailer,1979.0,21,"Biography, Death row inmates, Fiction, Murderers, Romans, nouvelles, Biographical fiction, American fiction (fictional works by one author), Utah, fiction, Drama, Fiction, biographical, Fernsehproduzent, Belletristische Darstellung, Fiction, general",Gary Gilmore,Utah,,"fre, eng",,1056.0,"Little, Brown",Boston,5,3.2
History Is All You Left Me,"Adam Silvera, Becky Albertalli",2017.0,9,"Children's fiction, Students, fiction, California, fiction, Grief, Young adult fiction, Romance fiction, Juvenile fiction, Fiction, Gay teenagers, Obsessive-compulsive disorder, Gays, Love, Love, fiction, Grief, fiction, First loves, Young adult literature",,,,eng,,299.0,SIMON & SCHUSTER,"Prince Frederick, MD",13,4.076923076923077
Night school,Lee Child,2014.0,25,"Murder, Investigation, Fiction, Reacher, jack (fictitious character), fiction, Crime, fiction, Fiction, thrillers, general, nyt:hardcover-fiction=2016-11-27, New York Times bestseller, Fiction, thrillers, Nuclear weapons, Suspense fiction, Extortion",Jack Reacher (Fictitious character),,,"ger, eng, pol, fre, ita",Jack Reacher (Book 21),476.0,Dell,,5,3.6
Mary Anne Saves the Day,Raina Telgemeier,2007.0,5,"Babysitters, Assertiveness (Psychology), Comic books, strips, Friendship, Babysitters Club (Imaginary organization), Juvenile fiction, Fiction, Clubs, Graphic novels, Social Themes, General, Comics & Graphic Novels, Adolescence, Children's fiction, Babysitters, fiction, Friendship, fiction, nyt:paperback-graphic-books=2015-10-18, New York Times bestseller, Cartoons and comics, Rescue work, fiction",,,,eng,Baby-sitters Club,158.0,Scholastic,New York,7,3.7142857142857144
Der Schwarm,Frank Schätzing,2004.0,12,"suspense fiction, marine ecology, sea stories, marine ecosystems, Gulf Stream, helicopter carriers, swarm behavior, hive-mind, pheromones, hegemony, midget submarines, Lieutenant Generals, President of the United States, whale watching, humpback whales, orcas, sharks, jellyfish, Pfiesteria, tsunamis, Fiction, Thriller, novel, Roman, Marine biologists, Natural disasters, Ecology, science fiction, oceans, marine worms, Hesiocaeca methanicola, methane clathrate, Fiction, thrillers, general, Fiction, thrillers, suspense, Science fiction, fantasy, horror","Sigur Johanson, Leon Anawak, Judith Li, Karen Weaver, Gerhard Bohrmann, Heiko Sahling, Erwin Suess, John Ford","Norwegian University of Science and Technology, continental shelf, North Sea, United States, North American east coast, New York City, Washington D. C., Boston",,"ger, chi, eng",Gu shi he zi -- 15-16,900.0,Kiepenheuer & Witsch,Koln,13,3.923076923076923
"Ties that bind, ties that break",Lensey Namioka,1999.0,9,"China, Fiction, Footbinding, History, Individuality, Juvenile fiction, Sex role, Individuality, fiction, Children's fiction, China, fiction, Sex role, fiction, Large type books, Social life and customs, Manners and customs",,China,1912-1928,eng,The exchange,160.0,Hampton-Brown,"Carmel, Calif",5,4.6
The Insidious Dr. Fu Manchu,Sax Rohmer,1913.0,267,"Fiction, Doctor Fu Manchu (Fictitious character), Criminals, English Detective and mystery stories, Fu manchu, doctor (fictitious character), fiction, Fiction, mystery & detective, general, China, fiction, Large type books, Fu Manchu, Docteur (Personnage fictif), Romans, nouvelles, Criminels, Livres en gros caractères, Large print books, Comics & graphic novels, crime & mystery, Fu manchu, doctor (fictitious character), Fu manchu, doctor (fictitious character)--fiction, Pr6045.a37 m97 2012, 823/.912",,China,,eng,Classic thrillers,284.0,Methuen,London,5,3.6
Everything I never told you,Celeste Ng,2014.0,15,"Grief, Drowning, Death, FICTION / Literary, Daughters, Fiction, Daughter, Large type books, New York Times reviewed, Fiction, suspense, Fiction, mystery & detective, general, Fiction, psychological, Ohio, fiction, Chinese americans, fiction, Parent and child, fiction, Fiction, family life, Fiction, historical, Fiction, historical, general, nyt:trade-fiction-paperback=2015-05-31, New York Times bestseller, Family secrets, Chinese Americans, Interracial marriage, Loss (Psychology), Nineteen seventies, Family Relations, Psychology, Asian Americans, Filles, Romans, nouvelles, Mort, Noyade, Chagrin, Literary, Mystery fiction, General, Adolescentes, Émigration et immigration, Famille",,Ohio,1970's,"eng, fre, chi",Du ke℗ʼ quan qiu ding ji chang xiao xiao shuo wen ku -- 218,297.0,"Little, Brown Book Group Limited",nyu,42,3.9285714285714284
密やかな結晶,小川洋子,1994.0,16,"Fiction, general, Authors, fiction, Fiction, science fiction, general, Fiction, dystopian, Loss (Psychology), Fiction, Memory, Identity (Psychology), Islands, Women novelists, State crimes, Novelists, FICTION / Literary, FICTION / Science Fiction / General, FICTION / Dystopian",,,,"jpn, chi, fre, eng, spa, fin",Kōdansha bunko -- O-80-1,288.0,Kōdansha,Tōkyō,10,4.0
Dog Man,Dav Pilkey,2023.0,7,"nyt:graphic-books-and-manga=2023-04-09, New York Times bestseller",,,,"eng, pol, spa",Dogman,240.0,Jaguar,"Warszawa, Poland",5,4.2
Diary,"Chuck Palahniuk, Freddy Michalski, Martha Plimpton, Javier Calvo Perales",2003.0,25,"Married women, Suicidal behavior, Fiction, Patients, Contractors, Coma, Islands, Women painters, Married people, fiction, Fiction, humorous, Fiction, psychological, Suicide, Artists, Marriage, Family relationships, Painters, Fiction, humorous, general, Artists, fiction",,,,"spa, ita, dut, eng",F,272.0,Doubleday,New York,16,3.375
The Funhouse,Dean Koontz,1980.0,24,"Family, Fiction, Carnivals, Serial murderers, Brothers and sisters, Fiction, horror, Fiction, family life, Fiction, suspense, Mother and child, fiction, Fiction, mystery & detective, general, Fiction, general",,United States,,"eng, spa, und, rus, tur, fre, ger",Los JET de Plaza & Janés -- 146/14,314.0,Jove,New York,7,4.0
Triplanetary,"E. D. Smith, Edward Elmer Smith, Frederick E. Smith, E. E. Smith, Edward E. Smith, “Doc” E.E. Smith, E. E. &quot;Doc&quot; Smith, E. E. Smith, E.E. ""Doc Smith, Edward Elmer  Smith, Edward ""Doc"" Smith, Edward Doc"" Smith",1948.0,67,"Fiction, general, Science fiction, Juvenile literature, American Science fiction, Fiction, sagas, Fiction, science fiction, space opera, Scientists, fiction, Fiction, Human-alien encounters, Space warfare, Fiction, science fiction, general, Fiction in English, 1900- Texts",,,,eng,His Lensman series,224.0,Fantasy Press,"Reading, Pa",7,3.7142857142857144
